Code,Borough_Name,quarterly_month,Unemployment.rate.aged.16...64,Unemployment.rate.aged.16,Unemployment.rate.ethnic.minority,Ethnic.minority.aged.16.64.who.are.economically.inactive,Year,Month,Q_Month
E09000030,TOWER HAMLETS,Oct-Dec ,4.2,4.2,5.9,38.5,2018,10,Q4
E09000030,TOWER HAMLETS,Jan-Mar ,3.8,4,5.6,40.7,2019,1,Q1
E09000030,TOWER HAMLETS,Apr-Jun ,3.5,3.7,4.3,41.5,2019,4,Q2
E09000030,TOWER HAMLETS,Jul-Sep ,2.9,3.1,4.2,37.9,2019,7,Q3
E09000030,TOWER HAMLETS,Oct-Dec ,3.5,3.6,5.1,40.2,2019,10,Q4
E09000030,TOWER HAMLETS,Jan-Mar ,6.1,6,9.7,36.2,2020,1,Q1
E09000030,TOWER HAMLETS,Apr-Jun ,5.5,5.5,9.2,33.5,2020,4,Q2
E09000030,TOWER HAMLETS,Jul-Sep ,7.3,7.2,9,32.8,2020,7,Q3
E09000030,TOWER HAMLETS,Oct-Dec ,7.9,7.7,9.6,31.3,2020,10,Q4
E09000030,TOWER HAMLETS,Jan-Mar ,5.4,5.3,7.1,33.3,2021,1,Q1
E09000030,TOWER HAMLETS,Apr-Jun ,5.3,5.2,7.3,32.5,2021,4,Q2
E09000030,TOWER HAMLETS,Jul-Sep ,3.9,3.8,6.3,33.2,2021,7,Q3
E09000030,TOWER HAMLETS,Oct-Dec ,3.7,3.7,5.6,31.7,2021,10,Q4
E09000031,WALTHAM FOREST,Jan-Mar ,9.4,9.2,13.3,31.5,2012,1,Q1
E09000031,WALTHAM FOREST,Apr-Jun ,10.2,10,12.2,32.5,2012,4,Q2
E09000031,WALTHAM FOREST,Jul-Sep ,8.7,8.6,10,32.8,2012,7,Q3
E09000031,WALTHAM FOREST,Oct-Dec ,9,8.8,11.1,31.8,2012,10,Q4
E09000031,WALTHAM FOREST,Jan-Mar ,7.7,7.5,8.3,30.5,2013,1,Q1
E09000031,WALTHAM FOREST,Apr-Jun ,7.7,7.6,10.1,31.3,2013,4,Q2
E09000031,WALTHAM FOREST,Jul-Sep ,9.1,8.9,12.1,31.3,2013,7,Q3
E09000031,WALTHAM FOREST,Oct-Dec ,8.4,8.3,10.2,32.5,2013,10,Q4
E09000031,WALTHAM FOREST,Jan-Mar ,9.1,8.9,11.6,34.2,2014,1,Q1
E09000031,WALTHAM FOREST,Apr-Jun ,7.9,7.7,9.5,33.1,2014,4,Q2
E09000031,WALTHAM FOREST,Jul-Sep ,5.8,5.7,8.4,34.1,2014,7,Q3
E09000031,WALTHAM FOREST,Oct-Dec ,7,6.9,10.9,34.6,2014,10,Q4
E09000031,WALTHAM FOREST,Jan-Mar ,5.3,5.3,8.2,32.6,2015,1,Q1
E09000031,WALTHAM FOREST,Apr-Jun ,5.7,5.7,8.4,33.7,2015,4,Q2
E09000031,WALTHAM FOREST,Jul-Sep ,6.2,6.1,8.2,31,2015,7,Q3
E09000031,WALTHAM FOREST,Oct-Dec ,6.1,6.1,5.6,26.4,2015,10,Q4
E09000031,WALTHAM FOREST,Jan-Mar ,5.5,5.4,5.2,27.9,2016,1,Q1
E09000031,WALTHAM FOREST,Apr-Jun ,4.7,4.7,5.5,29.4,2016,4,Q2
E09000031,WALTHAM FOREST,Jul-Sep ,4.9,4.9,6.2,28.7,2016,7,Q3
E09000031,WALTHAM FOREST,Oct-Dec ,3.3,3.2,6.5,30.9,2016,10,Q4
E09000031,WALTHAM FOREST,Jan-Mar ,4,3.9,9.1,29.6,2017,1,Q1
E09000031,WALTHAM FOREST,Apr-Jun ,4.4,4.3,10.2,28.3,2017,4,Q2
E09000031,WALTHAM FOREST,Jul-Sep ,3.6,3.5,9.2,29.5,2017,7,Q3
E09000031,WALTHAM FOREST,Oct-Dec ,3.4,3.3,7.8,26.6,2017,10,Q4
E09000031,WALTHAM FOREST,Jan-Mar ,2.9,2.8,5.6,28.5,2018,1,Q1
E09000031,WALTHAM FOREST,Apr-Jun ,2.2,2.1,3.7,27.6,2018,4,Q2
E09000031,WALTHAM FOREST,Jul-Sep ,3.6,3.5,4.9,26.7,2018,7,Q3
E09000031,WALTHAM FOREST,Oct-Dec ,4.8,4.7,8.7,30.4,2018,10,Q4
E09000031,WALTHAM FOREST,Jan-Mar ,6.7,6.5,12.6,26.8,2019,1,Q1
E09000031,WALTHAM FOREST,Apr-Jun ,8.5,8.3,16.7,22.8,2019,4,Q2
E09000031,WALTHAM FOREST,Jul-Sep ,6.9,6.7,13.6,23.4,2019,7,Q3
E09000031,WALTHAM FOREST,Oct-Dec ,9.1,9,15.1,21.9,2019,10,Q4
E09000031,WALTHAM FOREST,Jan-Mar ,11.6,11.3,24.2,19.6,2020,1,Q1
E09000031,WALTHAM FOREST,Apr-Jun ,11.2,11,24.5,21.6,2020,4,Q2
E09000031,WALTHAM FOREST,Jul-Sep ,11.3,11.2,22.3,23.9,2020,7,Q3
E09000031,WALTHAM FOREST,Oct-Dec ,8.5,8.4,16.8,23.5,2020,10,Q4
E09000031,WALTHAM FOREST,Jan-Mar ,6.2,6.1,8.8,25.2,2021,1,Q1
E09000031,WALTHAM FOREST,Apr-Jun ,6.3,6.1,7.3,23.4,2021,4,Q2
E09000031,WALTHAM FOREST,Jul-Sep ,6.6,6.4,9.4,19.7,2021,7,Q3
E09000031,WALTHAM FOREST,Oct-Dec ,8.5,8.3,14.8,26,2021,10,Q4
E09000032,WANDSWORTH,Jan-Mar ,6.7,6.9,20.1,32.9,2012,1,Q1
E09000032,WANDSWORTH,Apr-Jun ,8.1,8.2,25.4,29.5,2012,4,Q2
E09000032,WANDSWORTH,Jul-Sep ,8.4,8.5,22.4,28,2012,7,Q3
E09000032,WANDSWORTH,Oct-Dec ,9.3,9.1,21.9,26.3,2012,10,Q4
E09000032,WANDSWORTH,Jan-Mar ,9.5,9.3,21.2,23.4,2013,1,Q1
E09000032,WANDSWORTH,Apr-Jun ,7.3,7.2,17.5,28,2013,4,Q2
E09000032,WANDSWORTH,Jul-Sep ,5.2,5.1,12.3,23,2013,7,Q3
E09000032,WANDSWORTH,Oct-Dec ,4.2,4.3,12.3,24.5,2013,10,Q4
E09000032,WANDSWORTH,Jan-Mar ,4,4.1,7.4,24.8,2014,1,Q1
E09000032,WANDSWORTH,Apr-Jun ,5.1,5.1,7.9,23.9,2014,4,Q2
E09000032,WANDSWORTH,Jul-Sep ,5.3,5.4,8.4,26.2,2014,7,Q3
E09000032,WANDSWORTH,Oct-Dec ,6.3,6.4,10.3,27.1,2014,10,Q4
E09000032,WANDSWORTH,Jan-Mar ,5.6,5.8,13.2,26.4,2015,1,Q1
E09000032,WANDSWORTH,Apr-Jun ,4.7,5,12.2,23.1,2015,4,Q2
E09000032,WANDSWORTH,Jul-Sep ,4.4,4.8,11.6,19.4,2015,7,Q3
E09000032,WANDSWORTH,Oct-Dec ,3.1,3,6.9,17.5,2015,10,Q4
E09000032,WANDSWORTH,Jan-Mar ,3.3,3.3,6.5,20.5,2016,1,Q1
E09000032,WANDSWORTH,Apr-Jun ,3,3,4.8,25.4,2016,4,Q2
E09000032,WANDSWORTH,Jul-Sep ,3.1,3,4.2,27,2016,7,Q3
E09000032,WANDSWORTH,Oct-Dec ,2.7,2.8,2.8,26.2,2016,10,Q4
E09000032,WANDSWORTH,Jan-Mar ,2.1,2.2,3.3,28.9,2017,1,Q1
E09000032,WANDSWORTH,Apr-Jun ,1.7,1.9,3.3,27.3,2017,4,Q2
E09000032,WANDSWORTH,Jul-Sep ,2.2,2.4,10.5,27.3,2017,7,Q3
E09000032,WANDSWORTH,Oct-Dec ,4.2,4.3,7.4,25.9,2017,10,Q4
E09000032,WANDSWORTH,Jan-Mar ,3.8,3.8,5.1,24.2,2018,1,Q1
E09000032,WANDSWORTH,Apr-Jun ,5.1,5.4,8.4,19.7,2018,4,Q2
E09000032,WANDSWORTH,Jul-Sep ,4.7,5.2,8.9,23.2,2018,7,Q3
E09000032,WANDSWORTH,Oct-Dec ,3.6,4,7.2,24.1,2018,10,Q4
E09000032,WANDSWORTH,Jan-Mar ,4,4.4,7.2,24.7,2019,1,Q1
E09000032,WANDSWORTH,Apr-Jun ,2.8,2.9,11.3,25,2019,4,Q2
E09000032,WANDSWORTH,Jul-Sep ,2.3,2.5,10,20.4,2019,7,Q3
E09000032,WANDSWORTH,Oct-Dec ,1.8,2,12.1,20.5,2019,10,Q4
E09000032,WANDSWORTH,Jan-Mar ,3.2,3.4,8.3,16.3,2020,1,Q1
E09000032,WANDSWORTH,Apr-Jun ,4.3,4.4,10.1,23.4,2020,4,Q2
E09000032,WANDSWORTH,Jul-Sep ,5,4.9,14.7,25.3,2020,7,Q3
E09000032,WANDSWORTH,Oct-Dec ,5.2,5.1,13.7,20.4,2020,10,Q4
E09000032,WANDSWORTH,Jan-Mar ,5.9,5.8,10.1,21.7,2021,1,Q1
E09000032,WANDSWORTH,Apr-Jun ,3.7,3.6,7.3,15.5,2021,4,Q2
E09000032,WANDSWORTH,Jul-Sep ,3.8,3.8,6.2,13.7,2021,7,Q3
E09000032,WANDSWORTH,Oct-Dec ,3.7,3.7,6,14.4,2021,10,Q4
E09000033,WESTMINSTER,Jan-Mar ,8.5,8.4,12.6,43.5,2012,1,Q1
E09000033,WESTMINSTER,Apr-Jun ,9.3,9.2,12.7,40.3,2012,4,Q2
E09000033,WESTMINSTER,Jul-Sep ,8.9,8.6,12,42.9,2012,7,Q3
E09000033,WESTMINSTER,Oct-Dec ,6.9,6.8,10.7,42.2,2012,10,Q4
E09000033,WESTMINSTER,Jan-Mar ,6.1,6,8.6,42.3,2013,1,Q1
E09000033,WESTMINSTER,Apr-Jun ,4,3.8,7.2,42.8,2013,4,Q2
E09000033,WESTMINSTER,Jul-Sep ,4.2,4,7.6,38.1,2013,7,Q3
E09000033,WESTMINSTER,Oct-Dec ,5.1,4.8,8.4,40.2,2013,10,Q4
E09000033,WESTMINSTER,Jan-Mar ,6,5.8,8.7,41.4,2014,1,Q1
E09000033,WESTMINSTER,Apr-Jun ,7.8,7.5,11.1,42.3,2014,4,Q2
E09000033,WESTMINSTER,Jul-Sep ,8.6,8.4,13.2,41.6,2014,7,Q3
E09000033,WESTMINSTER,Oct-Dec ,8.4,8.2,11.6,43.6,2014,10,Q4
E09000033,WESTMINSTER,Jan-Mar ,9.1,8.8,10.7,41,2015,1,Q1
E09000033,WESTMINSTER,Apr-Jun ,8,7.7,7.7,39.3,2015,4,Q2
E09000033,WESTMINSTER,Jul-Sep ,7.4,7.1,7.9,37.2,2015,7,Q3
E09000033,WESTMINSTER,Oct-Dec ,8.6,8.2,11.8,36.3,2015,10,Q4
E09000033,WESTMINSTER,Jan-Mar ,6.6,6.3,11.8,38.2,2016,1,Q1
E09000033,WESTMINSTER,Apr-Jun ,5.7,5.4,10.2,38.6,2016,4,Q2
E09000033,WESTMINSTER,Jul-Sep ,6.3,6,10.4,41.4,2016,7,Q3
E09000033,WESTMINSTER,Oct-Dec ,4.7,4.6,7.3,39.8,2016,10,Q4
E09000033,WESTMINSTER,Jan-Mar ,6.1,5.9,8.3,40.7,2017,1,Q1
E09000033,WESTMINSTER,Apr-Jun ,8.1,7.9,10.2,40.8,2017,4,Q2
E09000033,WESTMINSTER,Jul-Sep ,7.2,6.9,8.3,38.8,2017,7,Q3
E09000033,WESTMINSTER,Oct-Dec ,6.9,6.6,7.5,40.6,2017,10,Q4
E09000033,WESTMINSTER,Jan-Mar ,5.3,5.1,6.2,39.9,2018,1,Q1
E09000033,WESTMINSTER,Apr-Jun ,4,3.8,6.1,39.2,2018,4,Q2
E09000033,WESTMINSTER,Jul-Sep ,4.2,3.9,7.8,36.7,2018,7,Q3
E09000033,WESTMINSTER,Oct-Dec ,4.4,4.2,7.5,30.8,2018,10,Q4
E09000033,WESTMINSTER,Jan-Mar ,5,4.8,5.5,32.5,2019,1,Q1
E09000033,WESTMINSTER,Apr-Jun ,7.1,6.9,10.7,31.8,2019,4,Q2
E09000033,WESTMINSTER,Jul-Sep ,8.8,8.5,9,32,2019,7,Q3
E09000033,WESTMINSTER,Oct-Dec ,9.5,9.5,9,35.2,2019,10,Q4
E09000033,WESTMINSTER,Jan-Mar ,12.3,12.2,15.1,28.1,2020,1,Q1
E09000033,WESTMINSTER,Apr-Jun ,9.9,9.8,7.1,23.5,2020,4,Q2
E09000033,WESTMINSTER,Jul-Sep ,7.2,7.2,10.8,25.6,2020,7,Q3
E09000033,WESTMINSTER,Oct-Dec ,8.5,8.1,9.4,29.5,2020,10,Q4
E09000033,WESTMINSTER,Jan-Mar ,6.6,6.1,10.4,37,2021,1,Q1
E09000033,WESTMINSTER,Apr-Jun ,6.4,5.9,11.4,44.7,2021,4,Q2
E09000033,WESTMINSTER,Jul-Sep ,6,5.7,13.3,43,2021,7,Q3
E09000033,WESTMINSTER,Oct-Dec ,4.4,4.2,10.3,41.4,2021,2021,Q4
