Borough_Name,Code,Crime_type,Year,Month,No_of_crimes
CROYDON,E09000008,Weapon_Related_Crimes,2019,9,9
EALING,E09000009,Weapon_Related_Crimes,2019,9,2
ENFIELD,E09000010,Weapon_Related_Crimes,2019,9,4
GREENWICH,E09000011,Weapon_Related_Crimes,2019,9,4
HACKNEY,E09000012,Weapon_Related_Crimes,2019,9,2
HAMMERSMITH AND FULHAM,E09000013,Weapon_Related_Crimes,2019,9,4
HARINGEY,E09000014,Weapon_Related_Crimes,2019,9,3
HARROW,E09000015,Weapon_Related_Crimes,2019,9,2
HAVERING,E09000016,Weapon_Related_Crimes,2019,9,0
HILLINGDON,E09000017,Weapon_Related_Crimes,2019,9,2
HOUNSLOW,E09000018,Weapon_Related_Crimes,2019,9,5
ISLINGTON,E09000019,Weapon_Related_Crimes,2019,9,1
KENSINGTON AND CHELSEA,E09000020,Weapon_Related_Crimes,2019,9,2
KINGSTON UPON THAMES,E09000021,Weapon_Related_Crimes,2019,9,2
LAMBETH,E09000022,Weapon_Related_Crimes,2019,9,3
LEWISHAM,E09000023,Weapon_Related_Crimes,2019,9,5
MERTON,E09000024,Weapon_Related_Crimes,2019,9,4
NEWHAM,E09000025,Weapon_Related_Crimes,2019,9,2
REDBRIDGE,E09000026,Weapon_Related_Crimes,2019,9,1
RICHMOND UPON THAMES,E09000027,Weapon_Related_Crimes,2019,9,0
SOUTHWARK,E09000028,Weapon_Related_Crimes,2019,9,4
SUTTON,E09000029,Weapon_Related_Crimes,2019,9,1
TOWER HAMLETS,E09000030,Weapon_Related_Crimes,2019,9,1
WALTHAM FOREST,E09000031,Weapon_Related_Crimes,2019,9,0
WANDSWORTH,E09000032,Weapon_Related_Crimes,2019,9,2
WESTMINSTER,E09000033,Weapon_Related_Crimes,2019,9,10
BARKING AND DAGENHAM,E09000002,Miscellaneous_Crimes,2019,9,123
BARNET,E09000003,Miscellaneous_Crimes,2019,9,183
BEXLEY,E09000004,Miscellaneous_Crimes,2019,9,117
BRENT,E09000005,Miscellaneous_Crimes,2019,9,166
BROMLEY,E09000006,Miscellaneous_Crimes,2019,9,197
CAMDEN,E09000007,Miscellaneous_Crimes,2019,9,140
CROYDON,E09000008,Miscellaneous_Crimes,2019,9,218
EALING,E09000009,Miscellaneous_Crimes,2019,9,198
ENFIELD,E09000010,Miscellaneous_Crimes,2019,9,204
GREENWICH,E09000011,Miscellaneous_Crimes,2019,9,214
HACKNEY,E09000012,Miscellaneous_Crimes,2019,9,161
HAMMERSMITH AND FULHAM,E09000013,Miscellaneous_Crimes,2019,9,102
HARINGEY,E09000014,Miscellaneous_Crimes,2019,9,151
HARROW,E09000015,Miscellaneous_Crimes,2019,9,104
HAVERING,E09000016,Miscellaneous_Crimes,2019,9,122
HILLINGDON,E09000017,Miscellaneous_Crimes,2019,9,206
HOUNSLOW,E09000018,Miscellaneous_Crimes,2019,9,177
ISLINGTON,E09000019,Miscellaneous_Crimes,2019,9,128
KENSINGTON AND CHELSEA,E09000020,Miscellaneous_Crimes,2019,9,78
KINGSTON UPON THAMES,E09000021,Miscellaneous_Crimes,2019,9,78
LAMBETH,E09000022,Miscellaneous_Crimes,2019,9,193
LEWISHAM,E09000023,Miscellaneous_Crimes,2019,9,185
MERTON,E09000024,Miscellaneous_Crimes,2019,9,104
NEWHAM,E09000025,Miscellaneous_Crimes,2019,9,178
REDBRIDGE,E09000026,Miscellaneous_Crimes,2019,9,152
RICHMOND UPON THAMES,E09000027,Miscellaneous_Crimes,2019,9,83
SOUTHWARK,E09000028,Miscellaneous_Crimes,2019,9,164
SUTTON,E09000029,Miscellaneous_Crimes,2019,9,85
TOWER HAMLETS,E09000030,Miscellaneous_Crimes,2019,9,157
WALTHAM FOREST,E09000031,Miscellaneous_Crimes,2019,9,157
WANDSWORTH,E09000032,Miscellaneous_Crimes,2019,9,156
WESTMINSTER,E09000033,Miscellaneous_Crimes,2019,9,206
BARKING AND DAGENHAM,E09000002,Property_Crimes,2019,10,684
BARNET,E09000003,Property_Crimes,2019,10,1383
BEXLEY,E09000004,Property_Crimes,2019,10,750
BRENT,E09000005,Property_Crimes,2019,10,1140
BROMLEY,E09000006,Property_Crimes,2019,10,1120
CAMDEN,E09000007,Property_Crimes,2019,10,2261
CROYDON,E09000008,Property_Crimes,2019,10,1339
EALING,E09000009,Property_Crimes,2019,10,1264
ENFIELD,E09000010,Property_Crimes,2019,10,1306
GREENWICH,E09000011,Property_Crimes,2019,10,1024
HACKNEY,E09000012,Property_Crimes,2019,10,1561
HAMMERSMITH AND FULHAM,E09000013,Property_Crimes,2019,10,1106
HARINGEY,E09000014,Property_Crimes,2019,10,1384
HARROW,E09000015,Property_Crimes,2019,10,776
HAVERING,E09000016,Property_Crimes,2019,10,860
HILLINGDON,E09000017,Property_Crimes,2019,10,1376
HOUNSLOW,E09000018,Property_Crimes,2019,10,1051
ISLINGTON,E09000019,Property_Crimes,2019,10,1608
KENSINGTON AND CHELSEA,E09000020,Property_Crimes,2019,10,1354
KINGSTON UPON THAMES,E09000021,Property_Crimes,2019,10,451
LAMBETH,E09000022,Property_Crimes,2019,10,1500
LEWISHAM,E09000023,Property_Crimes,2019,10,1028
MERTON,E09000024,Property_Crimes,2019,10,619
NEWHAM,E09000025,Property_Crimes,2019,10,1387
REDBRIDGE,E09000026,Property_Crimes,2019,10,1074
RICHMOND UPON THAMES,E09000027,Property_Crimes,2019,10,614
SOUTHWARK,E09000028,Property_Crimes,2019,10,1857
SUTTON,E09000029,Property_Crimes,2019,10,541
TOWER HAMLETS,E09000030,Property_Crimes,2019,10,1456
WALTHAM FOREST,E09000031,Property_Crimes,2019,10,1056
WANDSWORTH,E09000032,Property_Crimes,2019,10,1269
WESTMINSTER,E09000033,Property_Crimes,2019,10,4591
BARKING AND DAGENHAM,E09000002,Violent_Crimes,2019,10,626
BARNET,E09000003,Violent_Crimes,2019,10,722
BEXLEY,E09000004,Violent_Crimes,2019,10,493
BRENT,E09000005,Violent_Crimes,2019,10,906
BROMLEY,E09000006,Violent_Crimes,2019,10,584
CAMDEN,E09000007,Violent_Crimes,2019,10,827
CROYDON,E09000008,Violent_Crimes,2019,10,934
EALING,E09000009,Violent_Crimes,2019,10,834
ENFIELD,E09000010,Violent_Crimes,2019,10,851
GREENWICH,E09000011,Violent_Crimes,2019,10,808
HACKNEY,E09000012,Violent_Crimes,2019,10,809
HAMMERSMITH AND FULHAM,E09000013,Violent_Crimes,2019,10,518
HARINGEY,E09000014,Violent_Crimes,2019,10,899
HARROW,E09000015,Violent_Crimes,2019,10,451
HAVERING,E09000016,Violent_Crimes,2019,10,588
HILLINGDON,E09000017,Violent_Crimes,2019,10,700
HOUNSLOW,E09000018,Violent_Crimes,2019,10,710
ISLINGTON,E09000019,Violent_Crimes,2019,10,694
KENSINGTON AND CHELSEA,E09000020,Violent_Crimes,2019,10,533
KINGSTON UPON THAMES,E09000021,Violent_Crimes,2019,10,313
LAMBETH,E09000022,Violent_Crimes,2019,10,933
LEWISHAM,E09000023,Violent_Crimes,2019,10,858
MERTON,E09000024,Violent_Crimes,2019,10,360
NEWHAM,E09000025,Violent_Crimes,2019,10,1001
REDBRIDGE,E09000026,Violent_Crimes,2019,10,671
RICHMOND UPON THAMES,E09000027,Violent_Crimes,2019,10,269
SOUTHWARK,E09000028,Violent_Crimes,2019,10,986
SUTTON,E09000029,Violent_Crimes,2019,10,384
TOWER HAMLETS,E09000030,Violent_Crimes,2019,10,830
WALTHAM FOREST,E09000031,Violent_Crimes,2019,10,536
WANDSWORTH,E09000032,Violent_Crimes,2019,10,695
WESTMINSTER,E09000033,Violent_Crimes,2019,10,1345
BARKING AND DAGENHAM,E09000002,Drug_Related_Crimes,2019,10,95
BARNET,E09000003,Drug_Related_Crimes,2019,10,61
BEXLEY,E09000004,Drug_Related_Crimes,2019,10,63
BRENT,E09000005,Drug_Related_Crimes,2019,10,142
BROMLEY,E09000006,Drug_Related_Crimes,2019,10,91
CAMDEN,E09000007,Drug_Related_Crimes,2019,10,163
CROYDON,E09000008,Drug_Related_Crimes,2019,10,217
EALING,E09000009,Drug_Related_Crimes,2019,10,111
ENFIELD,E09000010,Drug_Related_Crimes,2019,10,64
GREENWICH,E09000011,Drug_Related_Crimes,2019,10,131
HACKNEY,E09000012,Drug_Related_Crimes,2019,10,121
HAMMERSMITH AND FULHAM,E09000013,Drug_Related_Crimes,2019,10,87
HARINGEY,E09000014,Drug_Related_Crimes,2019,10,125
HARROW,E09000015,Drug_Related_Crimes,2019,10,67
HAVERING,E09000016,Drug_Related_Crimes,2019,10,79
HILLINGDON,E09000017,Drug_Related_Crimes,2019,10,121
HOUNSLOW,E09000018,Drug_Related_Crimes,2019,10,140
ISLINGTON,E09000019,Drug_Related_Crimes,2019,10,121
KENSINGTON AND CHELSEA,E09000020,Drug_Related_Crimes,2019,10,72
KINGSTON UPON THAMES,E09000021,Drug_Related_Crimes,2019,10,59
LAMBETH,E09000022,Drug_Related_Crimes,2019,10,154
LEWISHAM,E09000023,Drug_Related_Crimes,2019,10,103
MERTON,E09000024,Drug_Related_Crimes,2019,10,60
NEWHAM,E09000025,Drug_Related_Crimes,2019,10,334
REDBRIDGE,E09000026,Drug_Related_Crimes,2019,10,141
RICHMOND UPON THAMES,E09000027,Drug_Related_Crimes,2019,10,33
SOUTHWARK,E09000028,Drug_Related_Crimes,2019,10,244
SUTTON,E09000029,Drug_Related_Crimes,2019,10,35
TOWER HAMLETS,E09000030,Drug_Related_Crimes,2019,10,191
WALTHAM FOREST,E09000031,Drug_Related_Crimes,2019,10,153
WANDSWORTH,E09000032,Drug_Related_Crimes,2019,10,76
WESTMINSTER,E09000033,Drug_Related_Crimes,2019,10,306
BARKING AND DAGENHAM,E09000002,Public_Order_Crimes,2019,10,134
BARNET,E09000003,Public_Order_Crimes,2019,10,165
BEXLEY,E09000004,Public_Order_Crimes,2019,10,123
BRENT,E09000005,Public_Order_Crimes,2019,10,170
BROMLEY,E09000006,Public_Order_Crimes,2019,10,143
CAMDEN,E09000007,Public_Order_Crimes,2019,10,184
CROYDON,E09000008,Public_Order_Crimes,2019,10,205
EALING,E09000009,Public_Order_Crimes,2019,10,149
ENFIELD,E09000010,Public_Order_Crimes,2019,10,155
GREENWICH,E09000011,Public_Order_Crimes,2019,10,155
HACKNEY,E09000012,Public_Order_Crimes,2019,10,162
HAMMERSMITH AND FULHAM,E09000013,Public_Order_Crimes,2019,10,125
HARINGEY,E09000014,Public_Order_Crimes,2019,10,149
HARROW,E09000015,Public_Order_Crimes,2019,10,85
HAVERING,E09000016,Public_Order_Crimes,2019,10,81
HILLINGDON,E09000017,Public_Order_Crimes,2019,10,152
HOUNSLOW,E09000018,Public_Order_Crimes,2019,10,146
ISLINGTON,E09000019,Public_Order_Crimes,2019,10,129
KENSINGTON AND CHELSEA,E09000020,Public_Order_Crimes,2019,10,91
KINGSTON UPON THAMES,E09000021,Public_Order_Crimes,2019,10,76
LAMBETH,E09000022,Public_Order_Crimes,2019,10,186
LEWISHAM,E09000023,Public_Order_Crimes,2019,10,177
MERTON,E09000024,Public_Order_Crimes,2019,10,64
NEWHAM,E09000025,Public_Order_Crimes,2019,10,185
REDBRIDGE,E09000026,Public_Order_Crimes,2019,10,107
RICHMOND UPON THAMES,E09000027,Public_Order_Crimes,2019,10,71
SOUTHWARK,E09000028,Public_Order_Crimes,2019,10,201
SUTTON,E09000029,Public_Order_Crimes,2019,10,91
TOWER HAMLETS,E09000030,Public_Order_Crimes,2019,10,192
WALTHAM FOREST,E09000031,Public_Order_Crimes,2019,10,124
WANDSWORTH,E09000032,Public_Order_Crimes,2019,10,175
WESTMINSTER,E09000033,Public_Order_Crimes,2019,10,276
BARKING AND DAGENHAM,E09000002,Legal_Process_Crimes,2019,10,3
BARNET,E09000003,Legal_Process_Crimes,2019,10,7
BEXLEY,E09000004,Legal_Process_Crimes,2019,10,6
BRENT,E09000005,Legal_Process_Crimes,2019,10,2
BROMLEY,E09000006,Legal_Process_Crimes,2019,10,2
CAMDEN,E09000007,Legal_Process_Crimes,2019,10,4
CROYDON,E09000008,Legal_Process_Crimes,2019,10,6
EALING,E09000009,Legal_Process_Crimes,2019,10,5
ENFIELD,E09000010,Legal_Process_Crimes,2019,10,5
GREENWICH,E09000011,Legal_Process_Crimes,2019,10,6
HACKNEY,E09000012,Legal_Process_Crimes,2019,10,4
HAMMERSMITH AND FULHAM,E09000013,Legal_Process_Crimes,2019,10,3
HARINGEY,E09000014,Legal_Process_Crimes,2019,10,6
HARROW,E09000015,Legal_Process_Crimes,2019,10,3
HAVERING,E09000016,Legal_Process_Crimes,2019,10,3
HILLINGDON,E09000017,Legal_Process_Crimes,2019,10,91
HOUNSLOW,E09000018,Legal_Process_Crimes,2019,10,7
ISLINGTON,E09000019,Legal_Process_Crimes,2019,10,5
KENSINGTON AND CHELSEA,E09000020,Legal_Process_Crimes,2019,10,4
KINGSTON UPON THAMES,E09000021,Legal_Process_Crimes,2019,10,0
LAMBETH,E09000022,Legal_Process_Crimes,2019,10,7
LEWISHAM,E09000023,Legal_Process_Crimes,2019,10,3
MERTON,E09000024,Legal_Process_Crimes,2019,10,3
NEWHAM,E09000025,Legal_Process_Crimes,2019,10,18
REDBRIDGE,E09000026,Legal_Process_Crimes,2019,10,3
RICHMOND UPON THAMES,E09000027,Legal_Process_Crimes,2019,10,1
SOUTHWARK,E09000028,Legal_Process_Crimes,2019,10,6
SUTTON,E09000029,Legal_Process_Crimes,2019,10,6
TOWER HAMLETS,E09000030,Legal_Process_Crimes,2019,10,7
WALTHAM FOREST,E09000031,Legal_Process_Crimes,2019,10,4
WANDSWORTH,E09000032,Legal_Process_Crimes,2019,10,3
WESTMINSTER,E09000033,Legal_Process_Crimes,2019,10,4
BARKING AND DAGENHAM,E09000002,Weapon_Related_Crimes,2019,10,3
BARNET,E09000003,Weapon_Related_Crimes,2019,10,5
BEXLEY,E09000004,Weapon_Related_Crimes,2019,10,0
BRENT,E09000005,Weapon_Related_Crimes,2019,10,3
BROMLEY,E09000006,Weapon_Related_Crimes,2019,10,4
CAMDEN,E09000007,Weapon_Related_Crimes,2019,10,6
CROYDON,E09000008,Weapon_Related_Crimes,2019,10,11
EALING,E09000009,Weapon_Related_Crimes,2019,10,2
ENFIELD,E09000010,Weapon_Related_Crimes,2019,10,4
GREENWICH,E09000011,Weapon_Related_Crimes,2019,10,2
HACKNEY,E09000012,Weapon_Related_Crimes,2019,10,2
HAMMERSMITH AND FULHAM,E09000013,Weapon_Related_Crimes,2019,10,1
HARINGEY,E09000014,Weapon_Related_Crimes,2019,10,6
HARROW,E09000015,Weapon_Related_Crimes,2019,10,0
HAVERING,E09000016,Weapon_Related_Crimes,2019,10,2
HILLINGDON,E09000017,Weapon_Related_Crimes,2019,10,4
HOUNSLOW,E09000018,Weapon_Related_Crimes,2019,10,2
ISLINGTON,E09000019,Weapon_Related_Crimes,2019,10,2
KENSINGTON AND CHELSEA,E09000020,Weapon_Related_Crimes,2019,10,1
KINGSTON UPON THAMES,E09000021,Weapon_Related_Crimes,2019,10,0
LAMBETH,E09000022,Weapon_Related_Crimes,2019,10,8
LEWISHAM,E09000023,Weapon_Related_Crimes,2019,10,6
MERTON,E09000024,Weapon_Related_Crimes,2019,10,4
NEWHAM,E09000025,Weapon_Related_Crimes,2019,10,2
REDBRIDGE,E09000026,Weapon_Related_Crimes,2019,10,4
RICHMOND UPON THAMES,E09000027,Weapon_Related_Crimes,2019,10,0
SOUTHWARK,E09000028,Weapon_Related_Crimes,2019,10,0
SUTTON,E09000029,Weapon_Related_Crimes,2019,10,1
TOWER HAMLETS,E09000030,Weapon_Related_Crimes,2019,10,3
WALTHAM FOREST,E09000031,Weapon_Related_Crimes,2019,10,3
WANDSWORTH,E09000032,Weapon_Related_Crimes,2019,10,1
WESTMINSTER,E09000033,Weapon_Related_Crimes,2019,10,6
BARKING AND DAGENHAM,E09000002,Miscellaneous_Crimes,2019,10,124
BARNET,E09000003,Miscellaneous_Crimes,2019,10,163
BEXLEY,E09000004,Miscellaneous_Crimes,2019,10,170
BRENT,E09000005,Miscellaneous_Crimes,2019,10,172
BROMLEY,E09000006,Miscellaneous_Crimes,2019,10,214
CAMDEN,E09000007,Miscellaneous_Crimes,2019,10,151
CROYDON,E09000008,Miscellaneous_Crimes,2019,10,219
EALING,E09000009,Miscellaneous_Crimes,2019,10,205
ENFIELD,E09000010,Miscellaneous_Crimes,2019,10,160
GREENWICH,E09000011,Miscellaneous_Crimes,2019,10,214
HACKNEY,E09000012,Miscellaneous_Crimes,2019,10,151
HAMMERSMITH AND FULHAM,E09000013,Miscellaneous_Crimes,2019,10,124
HARINGEY,E09000014,Miscellaneous_Crimes,2019,10,177
HARROW,E09000015,Miscellaneous_Crimes,2019,10,94
HAVERING,E09000016,Miscellaneous_Crimes,2019,10,136
HILLINGDON,E09000017,Miscellaneous_Crimes,2019,10,231
HOUNSLOW,E09000018,Miscellaneous_Crimes,2019,10,170
ISLINGTON,E09000019,Miscellaneous_Crimes,2019,10,160
KENSINGTON AND CHELSEA,E09000020,Miscellaneous_Crimes,2019,10,82
KINGSTON UPON THAMES,E09000021,Miscellaneous_Crimes,2019,10,83
LAMBETH,E09000022,Miscellaneous_Crimes,2019,10,184
LEWISHAM,E09000023,Miscellaneous_Crimes,2019,10,219
MERTON,E09000024,Miscellaneous_Crimes,2019,10,90
NEWHAM,E09000025,Miscellaneous_Crimes,2019,10,239
REDBRIDGE,E09000026,Miscellaneous_Crimes,2019,10,137
RICHMOND UPON THAMES,E09000027,Miscellaneous_Crimes,2019,10,100
SOUTHWARK,E09000028,Miscellaneous_Crimes,2019,10,169
SUTTON,E09000029,Miscellaneous_Crimes,2019,10,96
TOWER HAMLETS,E09000030,Miscellaneous_Crimes,2019,10,188
WALTHAM FOREST,E09000031,Miscellaneous_Crimes,2019,10,138
WANDSWORTH,E09000032,Miscellaneous_Crimes,2019,10,136
WESTMINSTER,E09000033,Miscellaneous_Crimes,2019,10,301
BARKING AND DAGENHAM,E09000002,Property_Crimes,2019,11,681
BARNET,E09000003,Property_Crimes,2019,11,1449
BEXLEY,E09000004,Property_Crimes,2019,11,695
BRENT,E09000005,Property_Crimes,2019,11,1074
BROMLEY,E09000006,Property_Crimes,2019,11,1109
CAMDEN,E09000007,Property_Crimes,2019,11,2116
CROYDON,E09000008,Property_Crimes,2019,11,1268
EALING,E09000009,Property_Crimes,2019,11,1283
ENFIELD,E09000010,Property_Crimes,2019,11,1363
GREENWICH,E09000011,Property_Crimes,2019,11,1136
HACKNEY,E09000012,Property_Crimes,2019,11,1359
HAMMERSMITH AND FULHAM,E09000013,Property_Crimes,2019,11,987
HARINGEY,E09000014,Property_Crimes,2019,11,1190
HARROW,E09000015,Property_Crimes,2019,11,669
HAVERING,E09000016,Property_Crimes,2019,11,809
HILLINGDON,E09000017,Property_Crimes,2019,11,1384
HOUNSLOW,E09000018,Property_Crimes,2019,11,984
ISLINGTON,E09000019,Property_Crimes,2019,11,1412
KENSINGTON AND CHELSEA,E09000020,Property_Crimes,2019,11,1377
KINGSTON UPON THAMES,E09000021,Property_Crimes,2019,11,520
LAMBETH,E09000022,Property_Crimes,2019,11,1388
LEWISHAM,E09000023,Property_Crimes,2019,11,965
MERTON,E09000024,Property_Crimes,2019,11,569
NEWHAM,E09000025,Property_Crimes,2019,11,1350
REDBRIDGE,E09000026,Property_Crimes,2019,11,1069
RICHMOND UPON THAMES,E09000027,Property_Crimes,2019,11,674
SOUTHWARK,E09000028,Property_Crimes,2019,11,1648
SUTTON,E09000029,Property_Crimes,2019,11,568
TOWER HAMLETS,E09000030,Property_Crimes,2019,11,1394
WALTHAM FOREST,E09000031,Property_Crimes,2019,11,1038
WANDSWORTH,E09000032,Property_Crimes,2019,11,1182
WESTMINSTER,E09000033,Property_Crimes,2019,11,4462
BARKING AND DAGENHAM,E09000002,Violent_Crimes,2019,11,554
BARNET,E09000003,Violent_Crimes,2019,11,853
BEXLEY,E09000004,Violent_Crimes,2019,11,468
BRENT,E09000005,Violent_Crimes,2019,11,837
BROMLEY,E09000006,Violent_Crimes,2019,11,686
CAMDEN,E09000007,Violent_Crimes,2019,11,711
CROYDON,E09000008,Violent_Crimes,2019,11,989
EALING,E09000009,Violent_Crimes,2019,11,910
ENFIELD,E09000010,Violent_Crimes,2019,11,899
GREENWICH,E09000011,Violent_Crimes,2019,11,750
HACKNEY,E09000012,Violent_Crimes,2019,11,831
HAMMERSMITH AND FULHAM,E09000013,Violent_Crimes,2019,11,555
HARINGEY,E09000014,Violent_Crimes,2019,11,918
HARROW,E09000015,Violent_Crimes,2019,11,459
HAVERING,E09000016,Violent_Crimes,2019,11,447
HILLINGDON,E09000017,Violent_Crimes,2019,11,722
HOUNSLOW,E09000018,Violent_Crimes,2019,11,775
ISLINGTON,E09000019,Violent_Crimes,2019,11,740
KENSINGTON AND CHELSEA,E09000020,Violent_Crimes,2019,11,506
KINGSTON UPON THAMES,E09000021,Violent_Crimes,2019,11,316
LAMBETH,E09000022,Violent_Crimes,2019,11,928
LEWISHAM,E09000023,Violent_Crimes,2019,11,885
MERTON,E09000024,Violent_Crimes,2019,11,428
NEWHAM,E09000025,Violent_Crimes,2019,11,1003
REDBRIDGE,E09000026,Violent_Crimes,2019,11,614
RICHMOND UPON THAMES,E09000027,Violent_Crimes,2019,11,297
SOUTHWARK,E09000028,Violent_Crimes,2019,11,973
SUTTON,E09000029,Violent_Crimes,2019,11,376
TOWER HAMLETS,E09000030,Violent_Crimes,2019,11,853
WALTHAM FOREST,E09000031,Violent_Crimes,2019,11,601
WANDSWORTH,E09000032,Violent_Crimes,2019,11,635
WESTMINSTER,E09000033,Violent_Crimes,2019,11,1274
BARKING AND DAGENHAM,E09000002,Drug_Related_Crimes,2019,11,101
BARNET,E09000003,Drug_Related_Crimes,2019,11,70
BEXLEY,E09000004,Drug_Related_Crimes,2019,11,59
BRENT,E09000005,Drug_Related_Crimes,2019,11,129
BROMLEY,E09000006,Drug_Related_Crimes,2019,11,91
CAMDEN,E09000007,Drug_Related_Crimes,2019,11,215
CROYDON,E09000008,Drug_Related_Crimes,2019,11,177
EALING,E09000009,Drug_Related_Crimes,2019,11,118
ENFIELD,E09000010,Drug_Related_Crimes,2019,11,93
GREENWICH,E09000011,Drug_Related_Crimes,2019,11,125
HACKNEY,E09000012,Drug_Related_Crimes,2019,11,170
HAMMERSMITH AND FULHAM,E09000013,Drug_Related_Crimes,2019,11,72
HARINGEY,E09000014,Drug_Related_Crimes,2019,11,130
HARROW,E09000015,Drug_Related_Crimes,2019,11,73
HAVERING,E09000016,Drug_Related_Crimes,2019,11,71
HILLINGDON,E09000017,Drug_Related_Crimes,2019,11,96
HOUNSLOW,E09000018,Drug_Related_Crimes,2019,11,141
ISLINGTON,E09000019,Drug_Related_Crimes,2019,11,135
KENSINGTON AND CHELSEA,E09000020,Drug_Related_Crimes,2019,11,87
KINGSTON UPON THAMES,E09000021,Drug_Related_Crimes,2019,11,56
LAMBETH,E09000022,Drug_Related_Crimes,2019,11,163
LEWISHAM,E09000023,Drug_Related_Crimes,2019,11,133
MERTON,E09000024,Drug_Related_Crimes,2019,11,62
NEWHAM,E09000025,Drug_Related_Crimes,2019,11,176
REDBRIDGE,E09000026,Drug_Related_Crimes,2019,11,128
RICHMOND UPON THAMES,E09000027,Drug_Related_Crimes,2019,11,31
SOUTHWARK,E09000028,Drug_Related_Crimes,2019,11,240
SUTTON,E09000029,Drug_Related_Crimes,2019,11,48
TOWER HAMLETS,E09000030,Drug_Related_Crimes,2019,11,268
WALTHAM FOREST,E09000031,Drug_Related_Crimes,2019,11,128
WANDSWORTH,E09000032,Drug_Related_Crimes,2019,11,83
WESTMINSTER,E09000033,Drug_Related_Crimes,2019,11,330
BARKING AND DAGENHAM,E09000002,Public_Order_Crimes,2019,11,92
BARNET,E09000003,Public_Order_Crimes,2019,11,161
BEXLEY,E09000004,Public_Order_Crimes,2019,11,105
BRENT,E09000005,Public_Order_Crimes,2019,11,176
BROMLEY,E09000006,Public_Order_Crimes,2019,11,133
CAMDEN,E09000007,Public_Order_Crimes,2019,11,167
CROYDON,E09000008,Public_Order_Crimes,2019,11,167
EALING,E09000009,Public_Order_Crimes,2019,11,178
ENFIELD,E09000010,Public_Order_Crimes,2019,11,152
GREENWICH,E09000011,Public_Order_Crimes,2019,11,152
HACKNEY,E09000012,Public_Order_Crimes,2019,11,170
HAMMERSMITH AND FULHAM,E09000013,Public_Order_Crimes,2019,11,139
HARINGEY,E09000014,Public_Order_Crimes,2019,11,166
HARROW,E09000015,Public_Order_Crimes,2019,11,66
HAVERING,E09000016,Public_Order_Crimes,2019,11,96
HILLINGDON,E09000017,Public_Order_Crimes,2019,11,141
HOUNSLOW,E09000018,Public_Order_Crimes,2019,11,136
ISLINGTON,E09000019,Public_Order_Crimes,2019,11,140
KENSINGTON AND CHELSEA,E09000020,Public_Order_Crimes,2019,11,107
KINGSTON UPON THAMES,E09000021,Public_Order_Crimes,2019,11,63
LAMBETH,E09000022,Public_Order_Crimes,2019,11,177
LEWISHAM,E09000023,Public_Order_Crimes,2019,11,182
MERTON,E09000024,Public_Order_Crimes,2019,11,89
NEWHAM,E09000025,Public_Order_Crimes,2019,11,173
REDBRIDGE,E09000026,Public_Order_Crimes,2019,11,107
RICHMOND UPON THAMES,E09000027,Public_Order_Crimes,2019,11,62
SOUTHWARK,E09000028,Public_Order_Crimes,2019,11,181
SUTTON,E09000029,Public_Order_Crimes,2019,11,75
TOWER HAMLETS,E09000030,Public_Order_Crimes,2019,11,180
WALTHAM FOREST,E09000031,Public_Order_Crimes,2019,11,113
WANDSWORTH,E09000032,Public_Order_Crimes,2019,11,156
WESTMINSTER,E09000033,Public_Order_Crimes,2019,11,235
BARKING AND DAGENHAM,E09000002,Legal_Process_Crimes,2019,11,3
BARNET,E09000003,Legal_Process_Crimes,2019,11,5
BEXLEY,E09000004,Legal_Process_Crimes,2019,11,4
BRENT,E09000005,Legal_Process_Crimes,2019,11,5
BROMLEY,E09000006,Legal_Process_Crimes,2019,11,2
CAMDEN,E09000007,Legal_Process_Crimes,2019,11,1
CROYDON,E09000008,Legal_Process_Crimes,2019,11,6
EALING,E09000009,Legal_Process_Crimes,2019,11,9
ENFIELD,E09000010,Legal_Process_Crimes,2019,11,5
GREENWICH,E09000011,Legal_Process_Crimes,2019,11,13
HACKNEY,E09000012,Legal_Process_Crimes,2019,11,5
HAMMERSMITH AND FULHAM,E09000013,Legal_Process_Crimes,2019,11,3
HARINGEY,E09000014,Legal_Process_Crimes,2019,11,4
HARROW,E09000015,Legal_Process_Crimes,2019,11,3
HAVERING,E09000016,Legal_Process_Crimes,2019,11,2
HILLINGDON,E09000017,Legal_Process_Crimes,2019,11,81
HOUNSLOW,E09000018,Legal_Process_Crimes,2019,11,8
ISLINGTON,E09000019,Legal_Process_Crimes,2019,11,3
KENSINGTON AND CHELSEA,E09000020,Legal_Process_Crimes,2019,11,1
KINGSTON UPON THAMES,E09000021,Legal_Process_Crimes,2019,11,2
LAMBETH,E09000022,Legal_Process_Crimes,2019,11,6
LEWISHAM,E09000023,Legal_Process_Crimes,2019,11,2
MERTON,E09000024,Legal_Process_Crimes,2019,11,2
NEWHAM,E09000025,Legal_Process_Crimes,2019,11,10
REDBRIDGE,E09000026,Legal_Process_Crimes,2019,11,1
RICHMOND UPON THAMES,E09000027,Legal_Process_Crimes,2019,11,2
SOUTHWARK,E09000028,Legal_Process_Crimes,2019,11,7
SUTTON,E09000029,Legal_Process_Crimes,2019,11,4
TOWER HAMLETS,E09000030,Legal_Process_Crimes,2019,11,5
WALTHAM FOREST,E09000031,Legal_Process_Crimes,2019,11,3
