Borough_Name,Code,Crime_type,Year,Month,No_of_crimes
LAMBETH,E09000022,Legal_Process_Crimes,2014,4,7
LEWISHAM,E09000023,Legal_Process_Crimes,2014,4,6
MERTON,E09000024,Legal_Process_Crimes,2014,4,0
NEWHAM,E09000025,Legal_Process_Crimes,2014,4,8
REDBRIDGE,E09000026,Legal_Process_Crimes,2014,4,9
RICHMOND UPON THAMES,E09000027,Legal_Process_Crimes,2014,4,0
SOUTHWARK,E09000028,Legal_Process_Crimes,2014,4,4
SUTTON,E09000029,Legal_Process_Crimes,2014,4,3
TOWER HAMLETS,E09000030,Legal_Process_Crimes,2014,4,6
WALTHAM FOREST,E09000031,Legal_Process_Crimes,2014,4,1
WANDSWORTH,E09000032,Legal_Process_Crimes,2014,4,8
WESTMINSTER,E09000033,Legal_Process_Crimes,2014,4,6
BARKING AND DAGENHAM,E09000002,Weapon_Related_Crimes,2014,4,1
BARNET,E09000003,Weapon_Related_Crimes,2014,4,3
BEXLEY,E09000004,Weapon_Related_Crimes,2014,4,0
BRENT,E09000005,Weapon_Related_Crimes,2014,4,2
BROMLEY,E09000006,Weapon_Related_Crimes,2014,4,1
CAMDEN,E09000007,Weapon_Related_Crimes,2014,4,3
CROYDON,E09000008,Weapon_Related_Crimes,2014,4,3
EALING,E09000009,Weapon_Related_Crimes,2014,4,3
ENFIELD,E09000010,Weapon_Related_Crimes,2014,4,2
GREENWICH,E09000011,Weapon_Related_Crimes,2014,4,3
HACKNEY,E09000012,Weapon_Related_Crimes,2014,4,0
HAMMERSMITH AND FULHAM,E09000013,Weapon_Related_Crimes,2014,4,2
HARINGEY,E09000014,Weapon_Related_Crimes,2014,4,1
HARROW,E09000015,Weapon_Related_Crimes,2014,4,1
HAVERING,E09000016,Weapon_Related_Crimes,2014,4,0
HILLINGDON,E09000017,Weapon_Related_Crimes,2014,4,10
HOUNSLOW,E09000018,Weapon_Related_Crimes,2014,4,1
ISLINGTON,E09000019,Weapon_Related_Crimes,2014,4,2
KENSINGTON AND CHELSEA,E09000020,Weapon_Related_Crimes,2014,4,0
KINGSTON UPON THAMES,E09000021,Weapon_Related_Crimes,2014,4,0
LAMBETH,E09000022,Weapon_Related_Crimes,2014,4,4
LEWISHAM,E09000023,Weapon_Related_Crimes,2014,4,2
MERTON,E09000024,Weapon_Related_Crimes,2014,4,1
NEWHAM,E09000025,Weapon_Related_Crimes,2014,4,6
REDBRIDGE,E09000026,Weapon_Related_Crimes,2014,4,1
RICHMOND UPON THAMES,E09000027,Weapon_Related_Crimes,2014,4,0
SOUTHWARK,E09000028,Weapon_Related_Crimes,2014,4,4
SUTTON,E09000029,Weapon_Related_Crimes,2014,4,2
TOWER HAMLETS,E09000030,Weapon_Related_Crimes,2014,4,1
WALTHAM FOREST,E09000031,Weapon_Related_Crimes,2014,4,3
WANDSWORTH,E09000032,Weapon_Related_Crimes,2014,4,2
WESTMINSTER,E09000033,Weapon_Related_Crimes,2014,4,3
BARKING AND DAGENHAM,E09000002,Miscellaneous_Crimes,2014,4,130
BARNET,E09000003,Miscellaneous_Crimes,2014,4,155
BEXLEY,E09000004,Miscellaneous_Crimes,2014,4,135
BRENT,E09000005,Miscellaneous_Crimes,2014,4,175
BROMLEY,E09000006,Miscellaneous_Crimes,2014,4,180
CAMDEN,E09000007,Miscellaneous_Crimes,2014,4,138
CROYDON,E09000008,Miscellaneous_Crimes,2014,4,204
EALING,E09000009,Miscellaneous_Crimes,2014,4,188
ENFIELD,E09000010,Miscellaneous_Crimes,2014,4,156
GREENWICH,E09000011,Miscellaneous_Crimes,2014,4,156
HACKNEY,E09000012,Miscellaneous_Crimes,2014,4,147
HAMMERSMITH AND FULHAM,E09000013,Miscellaneous_Crimes,2014,4,130
HARINGEY,E09000014,Miscellaneous_Crimes,2014,4,189
HARROW,E09000015,Miscellaneous_Crimes,2014,4,119
HAVERING,E09000016,Miscellaneous_Crimes,2014,4,162
HILLINGDON,E09000017,Miscellaneous_Crimes,2014,4,208
HOUNSLOW,E09000018,Miscellaneous_Crimes,2014,4,140
ISLINGTON,E09000019,Miscellaneous_Crimes,2014,4,155
KENSINGTON AND CHELSEA,E09000020,Miscellaneous_Crimes,2014,4,86
KINGSTON UPON THAMES,E09000021,Miscellaneous_Crimes,2014,4,80
LAMBETH,E09000022,Miscellaneous_Crimes,2014,4,194
LEWISHAM,E09000023,Miscellaneous_Crimes,2014,4,188
MERTON,E09000024,Miscellaneous_Crimes,2014,4,107
NEWHAM,E09000025,Miscellaneous_Crimes,2014,4,210
REDBRIDGE,E09000026,Miscellaneous_Crimes,2014,4,127
RICHMOND UPON THAMES,E09000027,Miscellaneous_Crimes,2014,4,89
SOUTHWARK,E09000028,Miscellaneous_Crimes,2014,4,211
SUTTON,E09000029,Miscellaneous_Crimes,2014,4,116
TOWER HAMLETS,E09000030,Miscellaneous_Crimes,2014,4,198
WALTHAM FOREST,E09000031,Miscellaneous_Crimes,2014,4,134
WANDSWORTH,E09000032,Miscellaneous_Crimes,2014,4,145
WESTMINSTER,E09000033,Miscellaneous_Crimes,2014,4,197
BARKING AND DAGENHAM,E09000002,Property_Crimes,2014,5,606
BARNET,E09000003,Property_Crimes,2014,5,1066
BEXLEY,E09000004,Property_Crimes,2014,5,433
BRENT,E09000005,Property_Crimes,2014,5,890
BROMLEY,E09000006,Property_Crimes,2014,5,811
CAMDEN,E09000007,Property_Crimes,2014,5,1333
CROYDON,E09000008,Property_Crimes,2014,5,1032
EALING,E09000009,Property_Crimes,2014,5,1007
ENFIELD,E09000010,Property_Crimes,2014,5,954
GREENWICH,E09000011,Property_Crimes,2014,5,794
HACKNEY,E09000012,Property_Crimes,2014,5,1141
HAMMERSMITH AND FULHAM,E09000013,Property_Crimes,2014,5,913
HARINGEY,E09000014,Property_Crimes,2014,5,1055
HARROW,E09000015,Property_Crimes,2014,5,454
HAVERING,E09000016,Property_Crimes,2014,5,704
HILLINGDON,E09000017,Property_Crimes,2014,5,952
HOUNSLOW,E09000018,Property_Crimes,2014,5,820
ISLINGTON,E09000019,Property_Crimes,2014,5,1066
KENSINGTON AND CHELSEA,E09000020,Property_Crimes,2014,5,995
KINGSTON UPON THAMES,E09000021,Property_Crimes,2014,5,393
LAMBETH,E09000022,Property_Crimes,2014,5,1243
LEWISHAM,E09000023,Property_Crimes,2014,5,789
MERTON,E09000024,Property_Crimes,2014,5,559
NEWHAM,E09000025,Property_Crimes,2014,5,1135
REDBRIDGE,E09000026,Property_Crimes,2014,5,783
RICHMOND UPON THAMES,E09000027,Property_Crimes,2014,5,546
SOUTHWARK,E09000028,Property_Crimes,2014,5,1096
SUTTON,E09000029,Property_Crimes,2014,5,398
TOWER HAMLETS,E09000030,Property_Crimes,2014,5,996
WALTHAM FOREST,E09000031,Property_Crimes,2014,5,783
WANDSWORTH,E09000032,Property_Crimes,2014,5,1036
WESTMINSTER,E09000033,Property_Crimes,2014,5,2596
BARKING AND DAGENHAM,E09000002,Violent_Crimes,2014,5,337
BARNET,E09000003,Violent_Crimes,2014,5,459
BEXLEY,E09000004,Violent_Crimes,2014,5,239
BRENT,E09000005,Violent_Crimes,2014,5,645
BROMLEY,E09000006,Violent_Crimes,2014,5,419
CAMDEN,E09000007,Violent_Crimes,2014,5,483
CROYDON,E09000008,Violent_Crimes,2014,5,665
EALING,E09000009,Violent_Crimes,2014,5,569
ENFIELD,E09000010,Violent_Crimes,2014,5,553
GREENWICH,E09000011,Violent_Crimes,2014,5,467
HACKNEY,E09000012,Violent_Crimes,2014,5,566
HAMMERSMITH AND FULHAM,E09000013,Violent_Crimes,2014,5,382
HARINGEY,E09000014,Violent_Crimes,2014,5,528
HARROW,E09000015,Violent_Crimes,2014,5,305
HAVERING,E09000016,Violent_Crimes,2014,5,290
HILLINGDON,E09000017,Violent_Crimes,2014,5,572
HOUNSLOW,E09000018,Violent_Crimes,2014,5,434
ISLINGTON,E09000019,Violent_Crimes,2014,5,510
KENSINGTON AND CHELSEA,E09000020,Violent_Crimes,2014,5,270
KINGSTON UPON THAMES,E09000021,Violent_Crimes,2014,5,155
LAMBETH,E09000022,Violent_Crimes,2014,5,687
LEWISHAM,E09000023,Violent_Crimes,2014,5,514
MERTON,E09000024,Violent_Crimes,2014,5,241
NEWHAM,E09000025,Violent_Crimes,2014,5,738
REDBRIDGE,E09000026,Violent_Crimes,2014,5,462
RICHMOND UPON THAMES,E09000027,Violent_Crimes,2014,5,166
SOUTHWARK,E09000028,Violent_Crimes,2014,5,686
SUTTON,E09000029,Violent_Crimes,2014,5,222
TOWER HAMLETS,E09000030,Violent_Crimes,2014,5,621
WALTHAM FOREST,E09000031,Violent_Crimes,2014,5,555
WANDSWORTH,E09000032,Violent_Crimes,2014,5,376
WESTMINSTER,E09000033,Violent_Crimes,2014,5,682
BARKING AND DAGENHAM,E09000002,Drug_Related_Crimes,2014,5,91
BARNET,E09000003,Drug_Related_Crimes,2014,5,113
BEXLEY,E09000004,Drug_Related_Crimes,2014,5,54
BRENT,E09000005,Drug_Related_Crimes,2014,5,272
BROMLEY,E09000006,Drug_Related_Crimes,2014,5,96
CAMDEN,E09000007,Drug_Related_Crimes,2014,5,185
CROYDON,E09000008,Drug_Related_Crimes,2014,5,164
EALING,E09000009,Drug_Related_Crimes,2014,5,123
ENFIELD,E09000010,Drug_Related_Crimes,2014,5,127
GREENWICH,E09000011,Drug_Related_Crimes,2014,5,98
HACKNEY,E09000012,Drug_Related_Crimes,2014,5,107
HAMMERSMITH AND FULHAM,E09000013,Drug_Related_Crimes,2014,5,197
HARINGEY,E09000014,Drug_Related_Crimes,2014,5,81
HARROW,E09000015,Drug_Related_Crimes,2014,5,78
HAVERING,E09000016,Drug_Related_Crimes,2014,5,71
HILLINGDON,E09000017,Drug_Related_Crimes,2014,5,95
HOUNSLOW,E09000018,Drug_Related_Crimes,2014,5,139
ISLINGTON,E09000019,Drug_Related_Crimes,2014,5,106
KENSINGTON AND CHELSEA,E09000020,Drug_Related_Crimes,2014,5,48
KINGSTON UPON THAMES,E09000021,Drug_Related_Crimes,2014,5,77
LAMBETH,E09000022,Drug_Related_Crimes,2014,5,239
LEWISHAM,E09000023,Drug_Related_Crimes,2014,5,114
MERTON,E09000024,Drug_Related_Crimes,2014,5,70
NEWHAM,E09000025,Drug_Related_Crimes,2014,5,171
REDBRIDGE,E09000026,Drug_Related_Crimes,2014,5,163
RICHMOND UPON THAMES,E09000027,Drug_Related_Crimes,2014,5,44
SOUTHWARK,E09000028,Drug_Related_Crimes,2014,5,203
SUTTON,E09000029,Drug_Related_Crimes,2014,5,31
TOWER HAMLETS,E09000030,Drug_Related_Crimes,2014,5,192
WALTHAM FOREST,E09000031,Drug_Related_Crimes,2014,5,126
WANDSWORTH,E09000032,Drug_Related_Crimes,2014,5,70
WESTMINSTER,E09000033,Drug_Related_Crimes,2014,5,206
BARKING AND DAGENHAM,E09000002,Public_Order_Crimes,2014,5,50
BARNET,E09000003,Public_Order_Crimes,2014,5,85
BEXLEY,E09000004,Public_Order_Crimes,2014,5,56
BRENT,E09000005,Public_Order_Crimes,2014,5,101
BROMLEY,E09000006,Public_Order_Crimes,2014,5,98
CAMDEN,E09000007,Public_Order_Crimes,2014,5,120
CROYDON,E09000008,Public_Order_Crimes,2014,5,84
EALING,E09000009,Public_Order_Crimes,2014,5,137
ENFIELD,E09000010,Public_Order_Crimes,2014,5,66
GREENWICH,E09000011,Public_Order_Crimes,2014,5,88
HACKNEY,E09000012,Public_Order_Crimes,2014,5,113
HAMMERSMITH AND FULHAM,E09000013,Public_Order_Crimes,2014,5,94
HARINGEY,E09000014,Public_Order_Crimes,2014,5,76
HARROW,E09000015,Public_Order_Crimes,2014,5,47
HAVERING,E09000016,Public_Order_Crimes,2014,5,62
HILLINGDON,E09000017,Public_Order_Crimes,2014,5,132
HOUNSLOW,E09000018,Public_Order_Crimes,2014,5,102
ISLINGTON,E09000019,Public_Order_Crimes,2014,5,126
KENSINGTON AND CHELSEA,E09000020,Public_Order_Crimes,2014,5,55
KINGSTON UPON THAMES,E09000021,Public_Order_Crimes,2014,5,54
LAMBETH,E09000022,Public_Order_Crimes,2014,5,149
LEWISHAM,E09000023,Public_Order_Crimes,2014,5,92
MERTON,E09000024,Public_Order_Crimes,2014,5,36
NEWHAM,E09000025,Public_Order_Crimes,2014,5,86
REDBRIDGE,E09000026,Public_Order_Crimes,2014,5,64
RICHMOND UPON THAMES,E09000027,Public_Order_Crimes,2014,5,47
SOUTHWARK,E09000028,Public_Order_Crimes,2014,5,146
SUTTON,E09000029,Public_Order_Crimes,2014,5,43
TOWER HAMLETS,E09000030,Public_Order_Crimes,2014,5,125
WALTHAM FOREST,E09000031,Public_Order_Crimes,2014,5,93
WANDSWORTH,E09000032,Public_Order_Crimes,2014,5,66
WESTMINSTER,E09000033,Public_Order_Crimes,2014,5,160
BARKING AND DAGENHAM,E09000002,Legal_Process_Crimes,2014,5,4
BARNET,E09000003,Legal_Process_Crimes,2014,5,2
BEXLEY,E09000004,Legal_Process_Crimes,2014,5,1
BRENT,E09000005,Legal_Process_Crimes,2014,5,6
BROMLEY,E09000006,Legal_Process_Crimes,2014,5,3
CAMDEN,E09000007,Legal_Process_Crimes,2014,5,5
CROYDON,E09000008,Legal_Process_Crimes,2014,5,3
EALING,E09000009,Legal_Process_Crimes,2014,5,10
ENFIELD,E09000010,Legal_Process_Crimes,2014,5,8
GREENWICH,E09000011,Legal_Process_Crimes,2014,5,4
HACKNEY,E09000012,Legal_Process_Crimes,2014,5,3
HAMMERSMITH AND FULHAM,E09000013,Legal_Process_Crimes,2014,5,8
HARINGEY,E09000014,Legal_Process_Crimes,2014,5,3
HARROW,E09000015,Legal_Process_Crimes,2014,5,2
HAVERING,E09000016,Legal_Process_Crimes,2014,5,1
HILLINGDON,E09000017,Legal_Process_Crimes,2014,5,53
HOUNSLOW,E09000018,Legal_Process_Crimes,2014,5,21
ISLINGTON,E09000019,Legal_Process_Crimes,2014,5,4
KENSINGTON AND CHELSEA,E09000020,Legal_Process_Crimes,2014,5,2
KINGSTON UPON THAMES,E09000021,Legal_Process_Crimes,2014,5,0
LAMBETH,E09000022,Legal_Process_Crimes,2014,5,8
LEWISHAM,E09000023,Legal_Process_Crimes,2014,5,4
MERTON,E09000024,Legal_Process_Crimes,2014,5,0
NEWHAM,E09000025,Legal_Process_Crimes,2014,5,7
REDBRIDGE,E09000026,Legal_Process_Crimes,2014,5,2
RICHMOND UPON THAMES,E09000027,Legal_Process_Crimes,2014,5,2
SOUTHWARK,E09000028,Legal_Process_Crimes,2014,5,8
SUTTON,E09000029,Legal_Process_Crimes,2014,5,0
TOWER HAMLETS,E09000030,Legal_Process_Crimes,2014,5,3
WALTHAM FOREST,E09000031,Legal_Process_Crimes,2014,5,4
WANDSWORTH,E09000032,Legal_Process_Crimes,2014,5,6
WESTMINSTER,E09000033,Legal_Process_Crimes,2014,5,6
BARKING AND DAGENHAM,E09000002,Weapon_Related_Crimes,2014,5,3
BARNET,E09000003,Weapon_Related_Crimes,2014,5,5
BEXLEY,E09000004,Weapon_Related_Crimes,2014,5,1
BRENT,E09000005,Weapon_Related_Crimes,2014,5,2
BROMLEY,E09000006,Weapon_Related_Crimes,2014,5,3
CAMDEN,E09000007,Weapon_Related_Crimes,2014,5,2
CROYDON,E09000008,Weapon_Related_Crimes,2014,5,6
EALING,E09000009,Weapon_Related_Crimes,2014,5,1
ENFIELD,E09000010,Weapon_Related_Crimes,2014,5,1
GREENWICH,E09000011,Weapon_Related_Crimes,2014,5,2
HACKNEY,E09000012,Weapon_Related_Crimes,2014,5,3
HAMMERSMITH AND FULHAM,E09000013,Weapon_Related_Crimes,2014,5,0
HARINGEY,E09000014,Weapon_Related_Crimes,2014,5,0
HARROW,E09000015,Weapon_Related_Crimes,2014,5,0
HAVERING,E09000016,Weapon_Related_Crimes,2014,5,4
HILLINGDON,E09000017,Weapon_Related_Crimes,2014,5,5
HOUNSLOW,E09000018,Weapon_Related_Crimes,2014,5,3
ISLINGTON,E09000019,Weapon_Related_Crimes,2014,5,3
KENSINGTON AND CHELSEA,E09000020,Weapon_Related_Crimes,2014,5,2
KINGSTON UPON THAMES,E09000021,Weapon_Related_Crimes,2014,5,0
LAMBETH,E09000022,Weapon_Related_Crimes,2014,5,2
LEWISHAM,E09000023,Weapon_Related_Crimes,2014,5,0
MERTON,E09000024,Weapon_Related_Crimes,2014,5,1
NEWHAM,E09000025,Weapon_Related_Crimes,2014,5,3
REDBRIDGE,E09000026,Weapon_Related_Crimes,2014,5,0
RICHMOND UPON THAMES,E09000027,Weapon_Related_Crimes,2014,5,0
SOUTHWARK,E09000028,Weapon_Related_Crimes,2014,5,5
SUTTON,E09000029,Weapon_Related_Crimes,2014,5,1
TOWER HAMLETS,E09000030,Weapon_Related_Crimes,2014,5,1
WALTHAM FOREST,E09000031,Weapon_Related_Crimes,2014,5,2
WANDSWORTH,E09000032,Weapon_Related_Crimes,2014,5,3
WESTMINSTER,E09000033,Weapon_Related_Crimes,2014,5,8
BARKING AND DAGENHAM,E09000002,Miscellaneous_Crimes,2014,5,139
BARNET,E09000003,Miscellaneous_Crimes,2014,5,210
BEXLEY,E09000004,Miscellaneous_Crimes,2014,5,139
BRENT,E09000005,Miscellaneous_Crimes,2014,5,206
BROMLEY,E09000006,Miscellaneous_Crimes,2014,5,188
CAMDEN,E09000007,Miscellaneous_Crimes,2014,5,145
CROYDON,E09000008,Miscellaneous_Crimes,2014,5,206
EALING,E09000009,Miscellaneous_Crimes,2014,5,227
ENFIELD,E09000010,Miscellaneous_Crimes,2014,5,191
GREENWICH,E09000011,Miscellaneous_Crimes,2014,5,187
HACKNEY,E09000012,Miscellaneous_Crimes,2014,5,140
HAMMERSMITH AND FULHAM,E09000013,Miscellaneous_Crimes,2014,5,133
HARINGEY,E09000014,Miscellaneous_Crimes,2014,5,193
HARROW,E09000015,Miscellaneous_Crimes,2014,5,91
HAVERING,E09000016,Miscellaneous_Crimes,2014,5,143
HILLINGDON,E09000017,Miscellaneous_Crimes,2014,5,211
HOUNSLOW,E09000018,Miscellaneous_Crimes,2014,5,170
ISLINGTON,E09000019,Miscellaneous_Crimes,2014,5,198
KENSINGTON AND CHELSEA,E09000020,Miscellaneous_Crimes,2014,5,71
KINGSTON UPON THAMES,E09000021,Miscellaneous_Crimes,2014,5,82
LAMBETH,E09000022,Miscellaneous_Crimes,2014,5,195
LEWISHAM,E09000023,Miscellaneous_Crimes,2014,5,228
MERTON,E09000024,Miscellaneous_Crimes,2014,5,113
NEWHAM,E09000025,Miscellaneous_Crimes,2014,5,215
REDBRIDGE,E09000026,Miscellaneous_Crimes,2014,5,141
RICHMOND UPON THAMES,E09000027,Miscellaneous_Crimes,2014,5,99
SOUTHWARK,E09000028,Miscellaneous_Crimes,2014,5,183
SUTTON,E09000029,Miscellaneous_Crimes,2014,5,99
TOWER HAMLETS,E09000030,Miscellaneous_Crimes,2014,5,183
WALTHAM FOREST,E09000031,Miscellaneous_Crimes,2014,5,143
WANDSWORTH,E09000032,Miscellaneous_Crimes,2014,5,173
WESTMINSTER,E09000033,Miscellaneous_Crimes,2014,5,163
BARKING AND DAGENHAM,E09000002,Property_Crimes,2014,6,549
BARNET,E09000003,Property_Crimes,2014,6,951
BEXLEY,E09000004,Property_Crimes,2014,6,508
BRENT,E09000005,Property_Crimes,2014,6,942
BROMLEY,E09000006,Property_Crimes,2014,6,853
CAMDEN,E09000007,Property_Crimes,2014,6,1316
CROYDON,E09000008,Property_Crimes,2014,6,1010
EALING,E09000009,Property_Crimes,2014,6,1077
ENFIELD,E09000010,Property_Crimes,2014,6,919
GREENWICH,E09000011,Property_Crimes,2014,6,846
HACKNEY,E09000012,Property_Crimes,2014,6,1091
HAMMERSMITH AND FULHAM,E09000013,Property_Crimes,2014,6,816
HARINGEY,E09000014,Property_Crimes,2014,6,959
HARROW,E09000015,Property_Crimes,2014,6,382
HAVERING,E09000016,Property_Crimes,2014,6,522
HILLINGDON,E09000017,Property_Crimes,2014,6,1022
HOUNSLOW,E09000018,Property_Crimes,2014,6,761
ISLINGTON,E09000019,Property_Crimes,2014,6,1012
KENSINGTON AND CHELSEA,E09000020,Property_Crimes,2014,6,925
KINGSTON UPON THAMES,E09000021,Property_Crimes,2014,6,368
LAMBETH,E09000022,Property_Crimes,2014,6,1300
LEWISHAM,E09000023,Property_Crimes,2014,6,772
MERTON,E09000024,Property_Crimes,2014,6,522
NEWHAM,E09000025,Property_Crimes,2014,6,1096
REDBRIDGE,E09000026,Property_Crimes,2014,6,819
RICHMOND UPON THAMES,E09000027,Property_Crimes,2014,6,551
SOUTHWARK,E09000028,Property_Crimes,2014,6,1137
SUTTON,E09000029,Property_Crimes,2014,6,458
TOWER HAMLETS,E09000030,Property_Crimes,2014,6,1049
WALTHAM FOREST,E09000031,Property_Crimes,2014,6,813
WANDSWORTH,E09000032,Property_Crimes,2014,6,1099
WESTMINSTER,E09000033,Property_Crimes,2014,6,2474
BARKING AND DAGENHAM,E09000002,Violent_Crimes,2014,6,437
BARNET,E09000003,Violent_Crimes,2014,6,429
BEXLEY,E09000004,Violent_Crimes,2014,6,282
BRENT,E09000005,Violent_Crimes,2014,6,688
BROMLEY,E09000006,Violent_Crimes,2014,6,438
CAMDEN,E09000007,Violent_Crimes,2014,6,477
CROYDON,E09000008,Violent_Crimes,2014,6,738
EALING,E09000009,Violent_Crimes,2014,6,667
ENFIELD,E09000010,Violent_Crimes,2014,6,489
GREENWICH,E09000011,Violent_Crimes,2014,6,536
HACKNEY,E09000012,Violent_Crimes,2014,6,673
HAMMERSMITH AND FULHAM,E09000013,Violent_Crimes,2014,6,377
HARINGEY,E09000014,Violent_Crimes,2014,6,571
HARROW,E09000015,Violent_Crimes,2014,6,289
HAVERING,E09000016,Violent_Crimes,2014,6,300
HILLINGDON,E09000017,Violent_Crimes,2014,6,557
HOUNSLOW,E09000018,Violent_Crimes,2014,6,515
ISLINGTON,E09000019,Violent_Crimes,2014,6,514
KENSINGTON AND CHELSEA,E09000020,Violent_Crimes,2014,6,265
KINGSTON UPON THAMES,E09000021,Violent_Crimes,2014,6,211
LAMBETH,E09000022,Violent_Crimes,2014,6,832
LEWISHAM,E09000023,Violent_Crimes,2014,6,558
MERTON,E09000024,Violent_Crimes,2014,6,276
NEWHAM,E09000025,Violent_Crimes,2014,6,721
REDBRIDGE,E09000026,Violent_Crimes,2014,6,505
RICHMOND UPON THAMES,E09000027,Violent_Crimes,2014,6,171
SOUTHWARK,E09000028,Violent_Crimes,2014,6,662
SUTTON,E09000029,Violent_Crimes,2014,6,234
TOWER HAMLETS,E09000030,Violent_Crimes,2014,6,623
WALTHAM FOREST,E09000031,Violent_Crimes,2014,6,533
WANDSWORTH,E09000032,Violent_Crimes,2014,6,448
WESTMINSTER,E09000033,Violent_Crimes,2014,6,800
BARKING AND DAGENHAM,E09000002,Drug_Related_Crimes,2014,6,77
BARNET,E09000003,Drug_Related_Crimes,2014,6,69
BEXLEY,E09000004,Drug_Related_Crimes,2014,6,74
BRENT,E09000005,Drug_Related_Crimes,2014,6,232
BROMLEY,E09000006,Drug_Related_Crimes,2014,6,84
CAMDEN,E09000007,Drug_Related_Crimes,2014,6,183
CROYDON,E09000008,Drug_Related_Crimes,2014,6,129
EALING,E09000009,Drug_Related_Crimes,2014,6,121
ENFIELD,E09000010,Drug_Related_Crimes,2014,6,79
GREENWICH,E09000011,Drug_Related_Crimes,2014,6,112
HACKNEY,E09000012,Drug_Related_Crimes,2014,6,110
HAMMERSMITH AND FULHAM,E09000013,Drug_Related_Crimes,2014,6,152
HARINGEY,E09000014,Drug_Related_Crimes,2014,6,124
HARROW,E09000015,Drug_Related_Crimes,2014,6,67
HAVERING,E09000016,Drug_Related_Crimes,2014,6,54
HILLINGDON,E09000017,Drug_Related_Crimes,2014,6,70
HOUNSLOW,E09000018,Drug_Related_Crimes,2014,6,125
ISLINGTON,E09000019,Drug_Related_Crimes,2014,6,112
KENSINGTON AND CHELSEA,E09000020,Drug_Related_Crimes,2014,6,65
KINGSTON UPON THAMES,E09000021,Drug_Related_Crimes,2014,6,65
LAMBETH,E09000022,Drug_Related_Crimes,2014,6,195
LEWISHAM,E09000023,Drug_Related_Crimes,2014,6,96
MERTON,E09000024,Drug_Related_Crimes,2014,6,49
NEWHAM,E09000025,Drug_Related_Crimes,2014,6,135
REDBRIDGE,E09000026,Drug_Related_Crimes,2014,6,113
RICHMOND UPON THAMES,E09000027,Drug_Related_Crimes,2014,6,40
SOUTHWARK,E09000028,Drug_Related_Crimes,2014,6,240
SUTTON,E09000029,Drug_Related_Crimes,2014,6,50
TOWER HAMLETS,E09000030,Drug_Related_Crimes,2014,6,309
WALTHAM FOREST,E09000031,Drug_Related_Crimes,2014,6,113
WANDSWORTH,E09000032,Drug_Related_Crimes,2014,6,77
WESTMINSTER,E09000033,Drug_Related_Crimes,2014,6,249
BARKING AND DAGENHAM,E09000002,Public_Order_Crimes,2014,6,57
BARNET,E09000003,Public_Order_Crimes,2014,6,96
BEXLEY,E09000004,Public_Order_Crimes,2014,6,52
BRENT,E09000005,Public_Order_Crimes,2014,6,94
BROMLEY,E09000006,Public_Order_Crimes,2014,6,78
CAMDEN,E09000007,Public_Order_Crimes,2014,6,121
CROYDON,E09000008,Public_Order_Crimes,2014,6,116
EALING,E09000009,Public_Order_Crimes,2014,6,122
ENFIELD,E09000010,Public_Order_Crimes,2014,6,82
GREENWICH,E09000011,Public_Order_Crimes,2014,6,107
HACKNEY,E09000012,Public_Order_Crimes,2014,6,117
HAMMERSMITH AND FULHAM,E09000013,Public_Order_Crimes,2014,6,116
HARINGEY,E09000014,Public_Order_Crimes,2014,6,97
HARROW,E09000015,Public_Order_Crimes,2014,6,56
HAVERING,E09000016,Public_Order_Crimes,2014,6,76
HILLINGDON,E09000017,Public_Order_Crimes,2014,6,114
HOUNSLOW,E09000018,Public_Order_Crimes,2014,6,107
ISLINGTON,E09000019,Public_Order_Crimes,2014,6,115
KENSINGTON AND CHELSEA,E09000020,Public_Order_Crimes,2014,6,52
KINGSTON UPON THAMES,E09000021,Public_Order_Crimes,2014,6,39
LAMBETH,E09000022,Public_Order_Crimes,2014,6,163
LEWISHAM,E09000023,Public_Order_Crimes,2014,6,80
MERTON,E09000024,Public_Order_Crimes,2014,6,45
NEWHAM,E09000025,Public_Order_Crimes,2014,6,108
REDBRIDGE,E09000026,Public_Order_Crimes,2014,6,96
RICHMOND UPON THAMES,E09000027,Public_Order_Crimes,2014,6,44
SOUTHWARK,E09000028,Public_Order_Crimes,2014,6,113
SUTTON,E09000029,Public_Order_Crimes,2014,6,43
TOWER HAMLETS,E09000030,Public_Order_Crimes,2014,6,116
WALTHAM FOREST,E09000031,Public_Order_Crimes,2014,6,79
WANDSWORTH,E09000032,Public_Order_Crimes,2014,6,91
WESTMINSTER,E09000033,Public_Order_Crimes,2014,6,153
BARKING AND DAGENHAM,E09000002,Legal_Process_Crimes,2014,6,4
BARNET,E09000003,Legal_Process_Crimes,2014,6,3
BEXLEY,E09000004,Legal_Process_Crimes,2014,6,1
BRENT,E09000005,Legal_Process_Crimes,2014,6,8
BROMLEY,E09000006,Legal_Process_Crimes,2014,6,2
CAMDEN,E09000007,Legal_Process_Crimes,2014,6,5
CROYDON,E09000008,Legal_Process_Crimes,2014,6,6
EALING,E09000009,Legal_Process_Crimes,2014,6,5
ENFIELD,E09000010,Legal_Process_Crimes,2014,6,5
GREENWICH,E09000011,Legal_Process_Crimes,2014,6,4
HACKNEY,E09000012,Legal_Process_Crimes,2014,6,2
HAMMERSMITH AND FULHAM,E09000013,Legal_Process_Crimes,2014,6,3
HARINGEY,E09000014,Legal_Process_Crimes,2014,6,1
